hamming_distance,strict_threshold_match,split_pair,class_name,path_a,path_b,leaf_id_a,leaf_id_b,involves_unmapped_leaf
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\fc012aec-b21b-4ccf-bde5-6c77081f6f73___CREC_HLB 6751.JPG,val\Orange___Haunglongbing_(Citrus_greening)\25bcae85-6cdd-4f44-8a45-018bbb6b53e4___CREC_HLB 4814.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_549.0,Orange___Haunglongbing_(Citrus_greening):::OCT_236.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\fc2736bb-0a2a-4717-ae68-47142832cab2___CREC_HLB 5203.JPG,val\Orange___Haunglongbing_(Citrus_greening)\efa30ecc-ab50-4aaf-afca-2c334dd0b5bb___CREC_HLB 5133.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_333.0,Orange___Haunglongbing_(Citrus_greening):::OCT_315.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\fd592966-ec27-40fa-833f-9ae5c93cbd37___CREC_HLB 7672.JPG,train\Orange___Haunglongbing_(Citrus_greening)\b557bae1-66e0-4f9d-8a52-8e989c99e79b___CREC_HLB 4077.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_777.0,Orange___Haunglongbing_(Citrus_greening):::OCT_53.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),train\Orange___Haunglongbing_(Citrus_greening)\ff41930a-9bec-4841-ba1a-321e15a761a3___UF.Citrus_HLB_Lab 1475.JPG,train\Orange___Haunglongbing_(Citrus_greening)\72694631-7642-486d-a178-55c97a4dc265___UF.Citrus_HLB_Lab 9977.JPG,Orange___Haunglongbing_(Citrus_greening):::93.0,Orange___Haunglongbing_(Citrus_greening):::146.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\02651ca6-c0db-477f-ac02-2f3c41eca567___CREC_HLB 5661.JPG,val\Orange___Haunglongbing_(Citrus_greening)\5a04c857-7444-4376-8b2f-8e7b5ff274a7___CREC_HLB 5652.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_446.0,Orange___Haunglongbing_(Citrus_greening):::OCT_444.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\24ed4774-d34b-4c4a-8483-83aa65c14bd7___CREC_HLB 4704.JPG,train\Orange___Haunglongbing_(Citrus_greening)\15f094bd-62ee-436b-afe4-74165fb97c95___CREC_HLB 4762.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_209.0,Orange___Haunglongbing_(Citrus_greening):::OCT_223.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\24ed4774-d34b-4c4a-8483-83aa65c14bd7___CREC_HLB 4704.JPG,train\Orange___Haunglongbing_(Citrus_greening)\c576f755-9ab1-4df7-8e6d-a0c509c37ccf___CREC_HLB 7628.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_209.0,Orange___Haunglongbing_(Citrus_greening):::OCT_766.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\2baad255-b24b-4a0d-8388-7acc37e48a61___UF.Citrus_HLB_Lab 0159.JPG,val\Orange___Haunglongbing_(Citrus_greening)\423517ee-43f7-4b1b-a15a-ca6c9860307a___UF.Citrus_HLB_Lab 0350.JPG,Orange___Haunglongbing_(Citrus_greening):::16.0,Orange___Haunglongbing_(Citrus_greening):::26.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\308323f4-0230-461e-9f34-9a768ab21123___UF.Citrus_HLB_Lab 0933.JPG,train\Orange___Haunglongbing_(Citrus_greening)\19638325-bb6d-4124-a776-012310317eac___UF.Citrus_HLB_Lab 1386.JPG,Orange___Haunglongbing_(Citrus_greening):::57.0,Orange___Haunglongbing_(Citrus_greening):::89.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\433c6f76-8c1a-4fce-b3fb-58dfddb33d4a___CREC_HLB 4971.JPG,train\Orange___Haunglongbing_(Citrus_greening)\13ad7878-7e87-4f96-8c83-de2c53d53f3d___CREC_HLB 4979.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_275.0,Orange___Haunglongbing_(Citrus_greening):::OCT_277.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\47588a50-e18d-4b6e-98f7-3d8efb3486fd___UF.Citrus_HLB_Lab 0956.JPG,train\Orange___Haunglongbing_(Citrus_greening)\e2dc4945-d662-4c2d-848e-3bad735d882d___UF.Citrus_HLB_Lab 9895.JPG,Orange___Haunglongbing_(Citrus_greening):::59.0,Orange___Haunglongbing_(Citrus_greening):::138.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\50613e83-f357-4e48-a426-f91b1db7c628___CREC_HLB 4908.JPG,train\Orange___Haunglongbing_(Citrus_greening)\606e954f-b9ab-4176-b9c4-d20c76d025c7___CREC_HLB 5064.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_259.0,Orange___Haunglongbing_(Citrus_greening):::OCT_298.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\5bfb2ea3-6d69-4dd9-8b6b-386e95474b94___UF.Citrus_HLB_Lab 9690.JPG,train\Orange___Haunglongbing_(Citrus_greening)\9b95a55c-1769-4023-a5cd-a5f0b7abb299___CREC_HLB 5526.JPG,Orange___Haunglongbing_(Citrus_greening):::117.0,Orange___Haunglongbing_(Citrus_greening):::OCT_413.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\65ca92d9-3636-4f74-bc6d-ad3086b70aa7___CREC_HLB 4851.JPG,train\Orange___Haunglongbing_(Citrus_greening)\658ca5df-3774-4931-b262-c52cadb20571___CREC_HLB 5054.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_245.0,Orange___Haunglongbing_(Citrus_greening):::OCT_296.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\65ca92d9-3636-4f74-bc6d-ad3086b70aa7___CREC_HLB 4851.JPG,train\Orange___Haunglongbing_(Citrus_greening)\8b7ef79a-e05c-47e7-9110-ed712a1ab509___CREC_HLB 5026.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_245.0,Orange___Haunglongbing_(Citrus_greening):::OCT_289.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\65ca92d9-3636-4f74-bc6d-ad3086b70aa7___CREC_HLB 4851.JPG,train\Orange___Haunglongbing_(Citrus_greening)\f5973acf-c36e-4266-831a-ed00d16176f3___CREC_HLB 3872.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_245.0,Orange___Haunglongbing_(Citrus_greening):::OCT_2.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\6cb647e3-b01b-4260-ab9f-197a54363685___CREC_HLB 7812.JPG,val\Orange___Haunglongbing_(Citrus_greening)\e9e86ef7-bd4e-4595-a333-6ff5c8524314___CREC_HLB 7545.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_812.0,Orange___Haunglongbing_(Citrus_greening):::OCT_746.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\7172f00f-ade2-4251-be9c-785a79b73547___CREC_HLB 7811.JPG,train\Orange___Haunglongbing_(Citrus_greening)\ba326096-8290-464a-8bc5-18e382c0d4cf___CREC_HLB 7217.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_812.0,Orange___Haunglongbing_(Citrus_greening):::OCT_665.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\761a7875-470d-4453-999d-e03238892ea3___CREC_HLB 3990.JPG,train\Orange___Haunglongbing_(Citrus_greening)\69a4b194-902c-4856-afaa-e52bfb86607e___CREC_HLB 4815.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_31.0,Orange___Haunglongbing_(Citrus_greening):::OCT_236.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\761a7875-470d-4453-999d-e03238892ea3___CREC_HLB 3990.JPG,train\Orange___Haunglongbing_(Citrus_greening)\a5e2c70b-f2dd-4684-b18b-26038a00bae7___CREC_HLB 4075.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_31.0,Orange___Haunglongbing_(Citrus_greening):::OCT_53.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\77175c6e-61c3-4f06-88cf-c68cc2f06a69___CREC_HLB 4303.JPG,train\Orange___Haunglongbing_(Citrus_greening)\1bd78357-4bf5-489b-8996-11af66457581___CREC_HLB 4378.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_109.0,Orange___Haunglongbing_(Citrus_greening):::OCT_128.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\77175c6e-61c3-4f06-88cf-c68cc2f06a69___CREC_HLB 4303.JPG,train\Orange___Haunglongbing_(Citrus_greening)\69a4b194-902c-4856-afaa-e52bfb86607e___CREC_HLB 4815.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_109.0,Orange___Haunglongbing_(Citrus_greening):::OCT_236.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\77175c6e-61c3-4f06-88cf-c68cc2f06a69___CREC_HLB 4303.JPG,val\Orange___Haunglongbing_(Citrus_greening)\90de0c7a-53ef-4f7d-8063-40c55071c75d___CREC_HLB 5656.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_109.0,Orange___Haunglongbing_(Citrus_greening):::OCT_445.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\80c18eea-de87-47e9-bb0f-ce151107e381___CREC_HLB 4458.JPG,train\Orange___Haunglongbing_(Citrus_greening)\3c337533-7f33-49d5-9c35-9fdcb4aa68c1___CREC_HLB 4463.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_148.0,Orange___Haunglongbing_(Citrus_greening):::OCT_149.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\80e529b2-b21c-4547-aca3-5e9b69b14b50___CREC_HLB 5395.JPG,train\Orange___Haunglongbing_(Citrus_greening)\05fad08e-33a5-4c3b-a8e8-bec3abf65c56___CREC_HLB 4004.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_381.0,Orange___Haunglongbing_(Citrus_greening):::OCT_35.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\849c86a3-cda8-4b09-ba31-18f1f78492e3___UF.Citrus_HLB_Lab 9651.JPG,train\Orange___Haunglongbing_(Citrus_greening)\4b998a4c-d7f3-4d10-8b0e-d2aade61b515___UF.Citrus_HLB_Lab 0814.JPG,Orange___Haunglongbing_(Citrus_greening):::113.0,Orange___Haunglongbing_(Citrus_greening):::51.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\8d3301ad-e605-4eed-b6e5-87abf1c025ab___CREC_HLB 5197.JPG,train\Orange___Haunglongbing_(Citrus_greening)\27e1ea28-200c-482d-a223-1f3f0b964177___CREC_HLB 4223.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_331.0,Orange___Haunglongbing_(Citrus_greening):::OCT_90.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\993e4c85-2489-4f72-919b-8efde4dcb6bc___CREC_HLB 7310.JPG,train\Orange___Haunglongbing_(Citrus_greening)\01c27632-a17a-415d-83b0-4fa8bab06c58___CREC_HLB 4080.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_688.0,Orange___Haunglongbing_(Citrus_greening):::OCT_54.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\a73b0514-0e9b-4d8b-8700-95ac04de6d22___CREC_HLB 7163.JPG,train\Orange___Haunglongbing_(Citrus_greening)\9e6d0da5-4e8a-4d7e-8473-a519574f5f27___CREC_HLB 7756.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_652.0,Orange___Haunglongbing_(Citrus_greening):::OCT_798.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\b4c5f449-2549-4630-82f4-9aae109b872e___CREC_HLB 6660.JPG,train\Orange___Haunglongbing_(Citrus_greening)\ecdbb1ea-804e-4b1e-98c2-2e1018177337___CREC_HLB 4285.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_526.0,Orange___Haunglongbing_(Citrus_greening):::OCT_105.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\b914105a-3229-42fb-9054-7bf7de2f1312___CREC_HLB 5206.JPG,train\Orange___Haunglongbing_(Citrus_greening)\5f9d22b3-0499-4abc-91f2-4ee00d030532___CREC_HLB 4373.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_333.0,Orange___Haunglongbing_(Citrus_greening):::OCT_127.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\cbb1a0ec-bf91-4abb-9623-332d98e36ea2___CREC_HLB 7624.JPG,train\Orange___Haunglongbing_(Citrus_greening)\a7fd8958-d63e-4fae-964d-75d80d739c1f___CREC_HLB 6564.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_765.0,Orange___Haunglongbing_(Citrus_greening):::OCT_502.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\e297f9ff-3861-4dc3-93dc-5f6785e7ee1a___CREC_HLB 5060.JPG,train\Orange___Haunglongbing_(Citrus_greening)\effb81ef-6306-4645-8c19-17d12c1e04e3___CREC_HLB 4101.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_297.0,Orange___Haunglongbing_(Citrus_greening):::OCT_59.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\e4cd08e5-049e-40b1-af47-e6516f1a6cad___CREC_HLB 4461.JPG,train\Orange___Haunglongbing_(Citrus_greening)\d6bdfaa9-61c1-4bc6-9a02-32e73daa1fcf___CREC_HLB 5564.JPG,Orange___Haunglongbing_(Citrus_greening):::OCT_148.0,Orange___Haunglongbing_(Citrus_greening):::OCT_423.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\f070d737-e9f9-4282-84d2-e97b96077033___UF.Citrus_HLB_Lab 9945.JPG,train\Orange___Haunglongbing_(Citrus_greening)\f46a5f03-5137-4783-965a-c5fe70d47617___UF.Citrus_HLB_Lab 1229.JPG,Orange___Haunglongbing_(Citrus_greening):::143.0,Orange___Haunglongbing_(Citrus_greening):::78.0,False
8,False,test--train,Orange___Haunglongbing_(Citrus_greening),val\Orange___Haunglongbing_(Citrus_greening)\f5274d56-0495-46b6-9936-cb65e32e67ed___UF.Citrus_HLB_Lab 1089.JPG,train\Orange___Haunglongbing_(Citrus_greening)\b0fc32b7-c970-48dc-bcc0-4d69b7b81ac9___UF.Citrus_HLB_Lab 0973.JPG,Orange___Haunglongbing_(Citrus_greening):::68.0,Orange___Haunglongbing_(Citrus_greening):::60.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\04e94339-9827-4b02-ad5d-bf4d2792af14___Rutg._Bact.S 1758.JPG,train\Peach___Bacterial_spot\73dae25f-a317-421c-bfed-b66c433d41b5___Rutg._Bact.S 2174.JPG,Peach___Bacterial_spot:::260.0,Peach___Bacterial_spot:::307.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\1058fda1-5402-4b47-b711-27c4adddf10f___Rut._Bact.S 1310.JPG,train\Peach___Bacterial_spot\a8564d6e-bc7f-466d-bccc-d8196821686e___Rut._Bact.S 0759.JPG,Peach___Bacterial_spot:::96.0,Peach___Bacterial_spot:::4.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\1058fda1-5402-4b47-b711-27c4adddf10f___Rut._Bact.S 1310.JPG,train\Peach___Bacterial_spot\d26ac658-3380-475c-a497-e04b6739f9fb___Rut._Bact.S 0836.JPG,Peach___Bacterial_spot:::96.0,Peach___Bacterial_spot:::17.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\1058fda1-5402-4b47-b711-27c4adddf10f___Rut._Bact.S 1310.JPG,train\Peach___Bacterial_spot\eace30e6-ac82-420c-891e-a2d19758d309___Rut._Bact.S 1323.JPG,Peach___Bacterial_spot:::96.0,Peach___Bacterial_spot:::98.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\13b8de5f-f2ed-4c2e-a408-ba786894b640___Rut._Bact.S 0902.JPG,val\Peach___Bacterial_spot\bb5cede0-8d54-4681-bf38-b53adce5d4d9___Rut._Bact.S 1214.JPG,Peach___Bacterial_spot:::28.0,Peach___Bacterial_spot:::80.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\13b8de5f-f2ed-4c2e-a408-ba786894b640___Rut._Bact.S 0902.JPG,val\Peach___Bacterial_spot\e895fb6e-297b-4da5-adb7-f54d29c4d0bd___Rutg._Bact.S 1946.JPG,Peach___Bacterial_spot:::28.0,Peach___Bacterial_spot:::281.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\1df78012-4b87-40f4-bfa1-b868465c0b4d___Rut._Bact.S 1263.JPG,train\Peach___Bacterial_spot\a594bea8-af6b-4ddc-8e00-ce0e6a045d89___Rut._Bact.S 1095.JPG,Peach___Bacterial_spot:::88.0,Peach___Bacterial_spot:::60.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\1f88a43e-0a96-4452-a02c-869344e9464e___Rut._Bact.S 1370.JPG,train\Peach___Bacterial_spot\9dadd08c-e1f0-4ecf-9637-0be7a79178eb___Rutg._Bact.S 1995.JPG,Peach___Bacterial_spot:::105.0,Peach___Bacterial_spot:::286.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\1f88a43e-0a96-4452-a02c-869344e9464e___Rut._Bact.S 1370.JPG,train\Peach___Bacterial_spot\e4edaeb8-c428-443b-aaaf-c317942a1be6___Rut._Bact.S 1045.JPG,Peach___Bacterial_spot:::105.0,Peach___Bacterial_spot:::51.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\1f88a43e-0a96-4452-a02c-869344e9464e___Rut._Bact.S 1370.JPG,train\Peach___Bacterial_spot\f3da92fa-2a1e-4f55-9fd9-a8890049275a___Rut._Bact.S 1182.JPG,Peach___Bacterial_spot:::105.0,Peach___Bacterial_spot:::74.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\21912f9c-d8d6-428d-824b-471e766ea92c___Rut._Bact.S 1050.JPG,val\Peach___Bacterial_spot\010eb44a-62fc-48fe-8386-5aee3589d103___Rut._Bact.S 1097.JPG,Peach___Bacterial_spot:::52.0,Peach___Bacterial_spot:::60.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\2768430d-337c-4550-94c6-c9df6dcaeab5___Rut._Bact.S 1501.JPG,train\Peach___Bacterial_spot\2ee33b51-1e8a-425f-8e8d-0fdebfe75bb1___Rut._Bact.S 1248.JPG,Peach___Bacterial_spot:::127.0,Peach___Bacterial_spot:::85.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\329b24c8-0435-4ff4-97f6-4f683d2fed33___Rutg._Bact.S 2037.JPG,train\Peach___Bacterial_spot\9c23d3ff-f9c5-49ff-b6a2-2a2583476f84___Rutg._Bact.S 1123.JPG,Peach___Bacterial_spot:::291.0,Peach___Bacterial_spot:::176.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\3a8eee78-9d10-4110-8ad0-1d79da75dc1f___Rut._Bact.S 0948.JPG,val\Peach___Bacterial_spot\31aaac25-f85e-42d3-ae30-46e6f5dc76a6___Rutg._Bact.S 1944.JPG,Peach___Bacterial_spot:::35.0,Peach___Bacterial_spot:::281.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\3cc814e5-e97f-43b7-b93e-ba4f145f43c1___Rutg._Bact.S 2040.JPG,train\Peach___Bacterial_spot\edb67083-c1e5-410b-a05e-182bd333e1ce___Rutg._Bact.S 2262.JPG,Peach___Bacterial_spot:::291.0,Peach___Bacterial_spot:::317.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\3d49aab0-2282-4e0a-8f45-a63782b0185a___Rut._Bact.S 1266.JPG,train\Peach___Bacterial_spot\597b02b7-ecbd-4c5a-8e72-07bf4a16464c___Rut._Bact.S 1562.JPG,Peach___Bacterial_spot:::88.0,Peach___Bacterial_spot:::137.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\3d49aab0-2282-4e0a-8f45-a63782b0185a___Rut._Bact.S 1266.JPG,train\Peach___Bacterial_spot\6626b650-4fd0-485c-b8b6-22dfd2b2e3c0___Rut._Bact.S 1158.JPG,Peach___Bacterial_spot:::88.0,Peach___Bacterial_spot:::70.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\3d49aab0-2282-4e0a-8f45-a63782b0185a___Rut._Bact.S 1266.JPG,train\Peach___Bacterial_spot\af6dfe69-fe1d-4aef-90c0-69615c9a0cc7___Rut._Bact.S 1069.JPG,Peach___Bacterial_spot:::88.0,Peach___Bacterial_spot:::55.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\44374a48-d73b-488f-bd16-6fea7e27f8cb___Rut._Bact.S 0764.JPG,train\Peach___Bacterial_spot\bd21eadc-29b3-41a2-8754-5c561d3aff4a___Rut._Bact.S 1448.JPG,Peach___Bacterial_spot:::5.0,Peach___Bacterial_spot:::118.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\44bc270e-a7d4-456a-8fae-d75ba2ec6244___Rut._Bact.S 1296.JPG,train\Peach___Bacterial_spot\f388c5ee-4174-4c32-b37b-4cf0bb732a26___Rut._Bact.S 1278.JPG,Peach___Bacterial_spot:::93.0,Peach___Bacterial_spot:::90.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\46a70fb3-77b7-4968-91e3-5e4e08966be9___Rut._Bact.S 1251.JPG,train\Peach___Bacterial_spot\f17e9159-5942-4b1e-8d3c-e1e0ce949b2d___Rut._Bact.S 1221.JPG,Peach___Bacterial_spot:::86.0,Peach___Bacterial_spot:::81.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\47b300c9-3740-4bb4-87d9-3488ce6a093b___Rutg._Bact.S 2302.JPG,train\Peach___Bacterial_spot\dba846ad-67ee-4a38-be9f-f4d76532a350___Rut._Bact.S 1041.JPG,Peach___Bacterial_spot:::322.0,Peach___Bacterial_spot:::51.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\485e0319-4f79-4504-b3eb-8c3f2dcc0c3e___Rut._Bact.S 0750.JPG,train\Peach___Bacterial_spot\265e6c18-6d4c-4ea7-8677-da5d2ffe94ee___Rut._Bact.S 0860.JPG,Peach___Bacterial_spot:::2.0,Peach___Bacterial_spot:::21.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\485e0319-4f79-4504-b3eb-8c3f2dcc0c3e___Rut._Bact.S 0750.JPG,train\Peach___Bacterial_spot\d26ac658-3380-475c-a497-e04b6739f9fb___Rut._Bact.S 0836.JPG,Peach___Bacterial_spot:::2.0,Peach___Bacterial_spot:::17.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\4fd4fd59-b5ad-4ff5-9c3b-3d5c74a23361___Rut._Bact.S 0767.JPG,train\Peach___Bacterial_spot\3c355f41-a489-401b-af9b-70c2af99c543___Rut._Bact.S 1184.JPG,Peach___Bacterial_spot:::5.0,Peach___Bacterial_spot:::75.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\4fd4fd59-b5ad-4ff5-9c3b-3d5c74a23361___Rut._Bact.S 0767.JPG,train\Peach___Bacterial_spot\52d1afd8-6fbd-4c26-994f-e4ebda23ed8a___Rut._Bact.S 0761.JPG,Peach___Bacterial_spot:::5.0,Peach___Bacterial_spot:::4.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\4fd4fd59-b5ad-4ff5-9c3b-3d5c74a23361___Rut._Bact.S 0767.JPG,train\Peach___Bacterial_spot\d93875b4-77f3-43fc-ad35-0d28143b68e0___Rut._Bact.S 1421.JPG,Peach___Bacterial_spot:::5.0,Peach___Bacterial_spot:::114.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\4fd4fd59-b5ad-4ff5-9c3b-3d5c74a23361___Rut._Bact.S 0767.JPG,val\Peach___Bacterial_spot\a169591b-6d29-4ec0-8bde-93b399f11459___Rut._Bact.S 0838.JPG,Peach___Bacterial_spot:::5.0,Peach___Bacterial_spot:::17.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\4fd575e3-9c72-443f-aad7-5e264d334915___Rut._Bact.S 1308.JPG,train\Peach___Bacterial_spot\44881fe3-0d2a-449f-a8a5-e721d6213295___Rut._Bact.S 1275.JPG,Peach___Bacterial_spot:::95.0,Peach___Bacterial_spot:::90.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\51df518a-0b2f-49f6-9a20-1fd132b2c80a___Rut._Bact.S 1239.JPG,train\Peach___Bacterial_spot\3c355f41-a489-401b-af9b-70c2af99c543___Rut._Bact.S 1184.JPG,Peach___Bacterial_spot:::84.0,Peach___Bacterial_spot:::75.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\51df518a-0b2f-49f6-9a20-1fd132b2c80a___Rut._Bact.S 1239.JPG,train\Peach___Bacterial_spot\a7b3c4d8-c94c-4cac-901b-fb6c9624e7a3___Rut._Bact.S 0970.JPG,Peach___Bacterial_spot:::84.0,Peach___Bacterial_spot:::39.0,False
8,False,test--train,Peach___Bacterial_spot,train\Peach___Bacterial_spot\51df518a-0b2f-49f6-9a20-1fd132b2c80a___Rut._Bact.S 1239.JPG,val\Peach___Bacterial_spot\0fd9e444-ff39-4714-9d04-5220dc0c0754___Rut._Bact.S 1289.JPG,Peach___Bacterial_spot:::84.0,Peach___Bacterial_spot:::92.0,False
